Street#,Dir,Street,Type_,Post Dir,Loc,Zip,Council,Neighborhood,Referred,Down & Clear
1415,S,8th,St,,Entire,40208,6,Park Hill,,10/29/2014
4229,,Hale ,Ave,,Garage,40211,1,Chickasaw,,10/29/2014
1626,,McCloskey,Ave,,Entire,40210,3,Algonquin,,10/29/2014
2308,,Garland,Ave,,Entire,40211,6,California,,11/3/2014
2310,,Standard,Ave,,Entire,40210,3,Park Hill,,11/3/2014
2310,,Standard ,Ave,,Entire,40210,3,Park Hill,,11/3/2014
1314-1316,,Baldwin ,Ave,,Entire,40210,6,Park Hill,,11/10/2014
3128,,Garland,Ave,,Entire,40211,1,Parkland,,11/17/2014
1814,W,Gaulbert,Ave,,Entire,40210,3,Algonquin,,11/17/2014
2324,,Ormsby,Ave,,Entire,40210,6,Park Hill,,11/17/2014
4419,,Bellevue,Ave,,Entire,40215,15,Wyandotte,,11/24/2014
2023,,Lytle ,St,,Entire,40203,5,Portland,,11/24/2014
1130-1132,,Salem,Ave,,Entire,40210,6,California,,11/24/2014
1513,W,Oak,St,,Entire,40210,6,California,,12/4/2014
1500,,Sale,Ave,,Garage,40215,15,Taylor Berry,,12/5/2014
5501,,Hitt,Rd,,Entire,40241,16,Worthington,,12/17/2014
1153,,Dixie,Hwy,,Entire,40210,6,California,,12/19/2014
1517,,Hemlock ,St,,Entire,40211,3,Park Duvalle,,12/19/2014
2126,W,Madison,St,,Entire,40211,3,Russell,,12/19/2014
3411,,Shagbark,Road,,Entire,40216,1,Lake Dreamland,,12/19/2014
3413,,Shagbark,Road,,Entire,40216,1,Lake Dreamland,,12/19/2014
3415,,Shagbark,Road,,Entire,40216,1,Lake Dreamland,,12/19/2014
3417,,Shagbark,Road,,Entire,40216,1,Lake Dreamland,,12/19/2014
3423,,Shagbark,Road,,Entire,40216,1,Lake Dreamland,,12/19/2014
1611,,Wilson,Ave,,Entire,40210,6,Park HIll,,12/21/2014
1729,,Bank,St,,Entire,40203,5,Portland,,12/29/2014
649,S,28th,St,,Entire,40211,5,Portland,,1/7/2015
2717,,Garland,Ave,,Entire,40211,6,Parkland,,1/7/2015
213,S,28th,St,,Entire,40212,5,Russell,,1/13/2015
1824,,Bolling ,Ave,,Entire,40210,3,Park Hill,,1/13/2015
1379,,Dixie,Hwy,,Entire,40210,6,Park Hill,,1/13/2015
1718,W,Kentucky,St,,Entire,40212,6,California,,2/2/2015
1327,,Temple,St,,Entire,40210,6,Park Hill,,2/2/2015
1348,,Sale,Ave,,Entire,40215,15,Tylor Berry,,2/4/2015
3714,,Center,St,,Entire,40215,15,Wyandotte,,2/10/2015
3317,,Hudson,Ave,,Entire,40211,1,Lake Dreamland,,2/10/2015
1721,W,Ormsby,Ave,,Entire,40210,6,Park Hill,,2/10/2015
2102,W,Ormsby,Ave,,Entire,40210,6,Park Hill,,2/10/2015
1632,,Beech,St,,Entire,40211,3,Park Duvalle,,3/17/2015
1727,,Hale,Ave,,Entire,40210,6,California,,3/17/2015
1631,,Prentice,St,,Entire,40210,6,California,,3/17/2015
1442,,Catalpa,St,,Entire,40211,1,Parkland,,3/18/2015
4211,,Vermont,Ave,,Shed,40211,5,Shawnee,,3/18/2015
2203,W,Burnett,Ave,,Entire,40210,3,Park Hill,,3/25/2015
2121,,Date,St,,Entire,40210,4,California,,3/25/2015
4611,,River Front,Dr,,Entire,40216,1,Lake Dreamland,,3/26/2015
1857,W,Ormsby,Ave,,Entire,40210,6,Park Hill,,3/30/2015
2707,,Slevin,St,,Outbuilding,40212,5,Portland,,4/7/2015
2710,,Slevin,St,,Entire,40212,5,Portland,,4/7/2015
1511,,Beech,St,,Entire,40211,3,Park Duvalle,,4/13/2015
1419,,Berry,Blvd,,Entire,40215,15,Taylor Berry,,4/13/2015
5525,,Bruce,Ave,,Entire,40210,25,Auburndale,,4/13/2015
1023,,Cecil,Ave,,Entire,40211,5,Chickasaw,,4/13/2015
533,E,Kentucky,St,,Shed,40203,4,Smoketown Jackson,,4/13/2015
1601,,Maple,St,,Entire,40210,6,California,,4/13/2015
2213,,St Louis,Ave,,Garage,40210,6,Park Hill,,4/13/2015
343,N,26th,St,,Entire,40212,3,Portland,,4/23/2015
1609,,Anderson,St,,Entire,40210,6,California,,4/23/2015
2710,W,Madison,St,,Entire,40211,5,Russell,,4/23/2015
718,S,23rd,St,,Entire,40211,6,California,,4/28/2015
542,S,18th,St,,Entire,40203,4,Russell,,4/29/2015
2808,S,5th,St,,Garage,40208,15,South Louisville,,4/30/2015
825,,Louis Coleman Jr,Dr,,Garage,40211,5,Parkland,,4/30/2015
2122,,Cleveland,Ave,,Entire,40212,5,Portland,,5/1/2015
1232,S,16th,St,,Entire,40210,6,Park Hill,,5/7/2015
8703,,Jumper,Place,,Entire,40291,22,Fern Creek,,5/8/2015
1450,S,8th,St,,Entire,40208,6,Russell,,5/11/2015
2609,W,Kentucky,St,,Entire,40211,6,Parkland,,5/19/2015
1404,,Woody,Ave,,Entire,40215,15,Iroquois,,5/21/2015
716,S,24th,St,,Entire,40211,6,California,,5/22/2015
1108,,Dixie,Hwy,,Entire,40210,6,California,,5/27/2015
819,,Dearborn,Ave,,Entire,40211,5,Chickasaw,,5/28/2015
2120,,Bolling,Ave,,Entire,40210,3,Park Hill,,6/2/2015
1624,W,Breckinridge,St,,Entire,40210,6,California,,6/9/2015
4140,,Fordson,Way,,Entire,40211,1,Chickasaw,,6/9/2015
2225,,Garland,Ave,,Entire,40211,6,California,,6/9/2015
1762,W,Oak,St,,Entire,40210,6,Park Hill,,6/15/2015
629,,Cecil,Ave,,Entire,40211,5,Shawnee,,6/19/2015
2211,,Wilson,Ave,,Entire,40210,6,Park Hill,,6/22/2015
1415,S,28th,St,,Entire,40211,1,Parkland,,6/24/2015
1941,S,30th,St,,Entire,40210,3,Hallmark,,6/29/2015
2612,,Grand,Ave,,Entire,40211,1,Parkland,,6/29/2015
8814,,Beulah Church,Rd,,Rear,40291,22,Fern Creek,,6/30/2015
1621,,Bank,St,,Entire,40203,5,Portland,,8/10/2015
3114,,Northwestern,Pkwy,,Entire,40212,5,Portland,,8/10/2015
1133,S,2nd,St,,Entire,40203,6,Old Louisville,,8/14/2015
1617,,Bank,St,,Entire,40203,5,Portland,,8/14/2015
1309,,Cleo,Ave,,Entire,40213,2,Camp Taylor,,8/14/2015
3415,,Dearcy,Ave,,Entire,40215,15,South Louisville,,8/14/2015
1045,S,Jackson,St,,Entire,40203,4,Shelby Park,,8/20/2015
4140,,Fordson REAR,Way,,Garage,40211,1,Chickasaw,,8/27/2015
2632,,Hale,Ave,,Entire,40211,1,Parkland,,8/27/2015
1105,,Logan,St,,Outbuilding,40204,4,Shelby Park,,8/27/2015
4153,,Hale,Ave,,Entire,40211,1,Chickasaw,,9/1/2015
1335,,Olive,St,,Garage,40211,1,Parkland,,9/1/2015
303,S,38th,St,,Entire,40212,5,Shawnee,,9/4/2015
1834,,Greenwood,Ave,,Entire,40210,6,California,,9/4/2015
1625,W,Ormsby,Ave,,Entire,40210,6,Park Hill,,9/4/2015
749,,Clay,St,,Entire,40203,4,Smoketown Jackson,,9/11/2015
821,S,33rd,St,,Entire,40211,5,Parkland,,9/14/2015
1512,,Anderson,St,,Entire,40210,4,California,,9/14/2015
2616,W,Kentucky,St,,Entire,40211,15,Parkland,,9/14/2015
1828,W,Ormsby,Ave,,Entire,40210,6,Park Hill,,9/14/2015
2319,W,Ormsby,Ave,,Entire,40210,6,Park Hill,,9/14/2015
2216,,Standard,Ave,,Entire,40210,3,Park Hill,,9/14/2015
3355,,Camp Ground,Rd,,Entire,40211,1,Lake Dreamland,,9/18/2015
627,E,Ormsby,Ave,,Entire,40203,4,Shelby Park,,9/18/2015
1006,,Rogers,St,,Entire,40204,4,Phoenix Hill,,9/18/2015
1524,W,St Catherine,St,,Entire,40210,6,California,,9/18/2015
3324,,Blanton,Lane,,Rear,40214,12,Pleasure Ridge Park,,9/21/2015
1619,W,Ormsby,Ave,,Entire,40210,6,Park Hill,,9/21/2015
8509,,Tolls,Lane,,Garage,40214,13,Fairdale,,9/24/2015
10417,,La Plaza,Ave,,Entire,40272,14,Pleasure Ridge Park,,9/28/2015
805,S,Clay,St,,Entire,40203,4,Smoketown,,9/29/2015
412,S,27th,St,,Entire,40212,5,Russell,,10/1/2015
409,S,28th,St,,Entire,40212,5,Russell,,10/1/2015
1776,,Dumesnil,St,,Entire,40210,6,Park Hill,,10/1/2015
1629,W,Ormsby,Ave,,Entire,40210,6,Park Hill,,10/1/2015
1942,W,Chestnut,St,,Entire,40203,4,Russell,,10/2/2015
1547,,Gallagher,St,,Entire,40210,6,California,,10/2/2015
4916,,Mid,Dr,,Entire,40272,25,Pleasure Ridge Park,,10/6/2015
670,S,35th,St,,Entire,40211,5,Shawnee,,10/19/2015
3329,,Garland,Ave,,Entire,40211,5,Parkland,,10/19/2015
2710,,Gilligan,St,,Entire,40212,5,Portland,,10/19/2015
6511,,Shaffer,Lane,,Entire,40291,22,Fern Creek,,10/19/2015
2306,,St Louis,Ave,,Entire,40210,6,Park Hill,,10/19/2015
437,S,28th,St,,Entire,40212,3,Russell,,10/26/2015
1768,W,Burnett,Ave,,Entire,40210,3,Park Hill,,10/26/2015
3440,W,Jefferson,St,,Garage,40212,5,Shawnee,,10/26/2015
959,,Charles,St,,Entire,40204,10,Germantown,,10/27/2015
1704,,Gallagher,St,,Entire,40210,6,California,,11/2/2015
527,S,27th,St,,Entire,40211,5,Russell,,11/6/2015
813,S,38th,St,,Entire,40211,5,Chickasaw,,11/6/2015
1920,,Pirtle,St,,Entire,40203,4,Portland,,11/6/2015
3416,,Larkwood,Ave,,Entire,40212,5,Shawnee,,11/10/2015
849,S,26th,St,,Entire,40211,6,California,,11/11/2015
540,S,17th,St,,Entire,40203,4,Russell,,11/17/2015
611,N,17th,St,,Entire,40203,5,Portland,,11/17/2015
1733,,Wilson,Ave,,Entire,40210,6,Park Hill,,11/17/2015
5308,,Buckner,Ave,,Entire,40214,21,Iroquois,,12/1/2015
1734,W,Burnett,Ave,,Entire,40210,3,Park Hill,,12/2/2015
1616,,Hale,Ave,,Entire,40201,6,California,,12/3/2015
2417,,Cedar,St,,Entire,40212,5,Russell,,12/8/2015
1831,,Green,Aly,,Entire,40203,4,Russell,,12/8/2015
1824,W,Jefferson,St,,Entire,40203,4,Russell,,12/8/2015
1933,,Magazine,St,,Entire,40203,4,Russell,,12/8/2015
663,S,23rd,St,,Entire,40211,6,Russell,,12/18/2015
680,S,38th,St,,Garage,40211,5,Shawnee,,12/18/2015
2725,W,Chestnut,St,,Entire,40211,5,Russell,,12/18/2015
4304,,Larkwood,Ave,,Garage,40212,5,Shawnee,,12/18/2015
2030,W,Market,St,,Entire,40203,4,Russell,,12/18/2015
3418,,Shagbark,Rd,,Entire,40216,1,Richmont Terrace,,12/18/2015
2724,W,Chestnut,St,,Entire,40211,5,Russell,,12/28/2015
1723,,Bolling,Ave,,Entire,40210,3,Park Hill,,12/29/2015
1725,,Bolling,Ave,,Entire,40210,3,Park Hill,,12/29/2015
813,S,36th,St,,Entire,40211,5,Chickasaw,,1/8/2016
2705,W,Jefferson,St,,Entire,40212,3,Russell,,1/8/2016
1722,W,Ormsby,Ave,,Entire,40210,6,Park Hill,,1/8/2016
1655,,Prentice,St,,Entire,40210,6,California,,1/8/2016
622,E,Ormsby,Ave,,Entire,40203,4,Shelby Park,,1/13/2016
2136,,Duncan,St,,Entire,40212,5,Portland,,1/15/2016
2402,W,Chestnut,St,,Entire,40211,5,Russell,,1/19/2016
435-437,S,3rd,St,,Entire,40202,4,Downtown,,1/28/2016
2427,,Griffiths,Ave,,Entire,40212,5,Portland,,2/2/2016
2015,W,Market,St,,Entire,40203,3,Portland,,2/2/2016
3400,,Shagbark,Rd,,Entire,40216,1,Richmont Terrace,,2/2/2016
3419,,Shagbark,Rd,,Entire,40216,1,Richmont Terrace,,2/2/2016
1611,,Prentice,St,,Entire,40210,6,California,,2/4/2016
3420,,Shagbark,Rd,,Entire,40216,1,Richmont Terrace,,2/4/2016
10901,,Jefferson Hill,Rd,,Entire,40118,13,Fairdale,,2/8/2016
1912,W,Chestnut,St,,Entire,40203,4,Russell,,2/19/2016
2521,W,Jefferson,St,,Entire,40212,5,Russell,,2/19/2016
1252,,Euclid,Ave,,Entire,40208,3,Taylor Berry,,2/26/2016
614,S,28th,St,,Entire,40211,5,Russell,,3/9/2016
1827,W,Kentucky,St,,Entire,40210,6,California,,3/11/2016
2740,W,Main,St,,Entire,40212,5,Portland,,3/15/2016
2923,S,5th,St,,Entire,40208,15,South Louisville,,3/17/2016
617,,Dresden,Ave,,Entire,40215,15,Wyandotte,,3/29/2016
1733,W,Kentucky,St,,Entire,40210,6,California,,3/29/2016
2727,W,Madison,St,,Entire,40211,5,Russell,,3/29/2016
217,S,19th,St,,Entire,40203,4,Russell,,4/4/2016
1546,W,Oak,St,,Entire,40210,6,Park Hill,,4/4/2016
1548,W,Oak,St,,Entire,40210,6,Park Hill,,4/4/2016
1550,W,Oak,St,,Entire,40210,6,Park Hill,,4/4/2016
6516,,Flagler,Ave,,Garage,40216,1,Lake Dreamland,,4/8/2016
1155,,"Dixie, et al",Hwy,,Entire,40210,6,California,,4/27/2016
2728,W,Chestnut,St,,Entire,40211,5,Russell,3/2/2015,6/1/2016
1504,,Pirtle,St,,Entire,40203,4,Portland,3/3/2016,6/23/2016
620,N,29th,St,,Entire,40212,6,Portland,8/12/2015,6/29/2016
647,N,24th,St,,Entire,40212,5,Portland,5/23/2016,7/13/2016
3324,,Blanton,Ln,,Rear,40214,12,Pleasure Ridge Park,10/7/2014,8/1/2016
3322,,Woodland,Dr,,Entire,40216,1,Pleasure Ridge Park,10/12/2015,8/1/2016
1310,,Baldwin,St,,Entire,40210,6,Park Hill,1/6/2015,8/5/2016
1064,S,28th,St,,Entire,40211,1,Parkland,7/22/2016,8/8/2016
420,N,24th,St,,Entire,40212,5,Portland,3/7/2016,8/11/2016
2225,,Cedar,St,,Entire,40212,4,Russell,4/9/2015,8/11/2016
9503,,Chadbourne,Ct,,Entire,40223,7,Lyndon,6/3/2015,8/11/2016
1505,W,Market,St,,Entire,40203,4,Portland,6/21/2016,8/12/2016
331,E,St Catherine,St,,Entire,40203,6,Shelby Park,8/9/2016,8/26/2016
1746,,Bolling,Ave,,Entire,40210,3,Park Hill,8/13/2015,8/30/2016
4616,,Brewster,Ave,,Entire,40211,5,Chickasaw,3/26/2015,8/30/2016
2215,W,Chestnut,St,,Entire,40211,4,Russell,6/11/2015,8/30/2016
1765,,Wilson,Ave,,Entire,40210,6,Park Hill,8/4/2015,8/30/2016
2004,W,Market,St,,Entire,40203,4,Russell,3/27/2015,9/1/2016
2613,W,Chestnut,St,,Entire,40211,5,Russell,5/14/2015,9/6/2016
2617,W,Chestnut,St,,Entire,40211,5,Russell,8/31/2015,9/6/2016
2619,W,Chestnut,St,,Entire,40211,5,Russell,4/9/2015,9/6/2016
1820,,Bolling,Ave,,Garage,40210,3,Park Hill,2/29/2016,9/7/2016
729,,Caldwell,St,,Entire,40203,4,Smoketown,9/22/2014,9/12/2016
818,,Ash,St,,Entire,40217,4,Schnitzelburg,8/25/2016,9/14/2016
1910,,Baird,St,,Entire,40203,5,Portland,10/21/2015,9/15/2016
2218,W,Oak,St,,Entire,40211,6,Parkland,3/1/2016,9/15/2016
2216,,Portland,Ave,,Rear Porch & Outbuilding,40212,4,Portland,1/4/2016,9/15/2016
444,N,25th,St,,Entire,40212,5,Portland,12/22/2015,9/19/2016
823,E,Chestnut,St,,Entire,40204,4,Phoenix Hill,2/27/2015,10/3/2016
2416,W,Chestnut,St,,Entire,40211,5,Russell,10/28/2014,10/6/2016
3668,,Craig,Ave,,Entire,40215,15,Jacobs,10/12/2015,10/6/2016
2743,,Dumesnil,St,,Entire,40211,1,Parkland,3/7/2016,10/20/2016
2405,,Rowan,St,,Entire,40212,5,Portland,10/20/2015,10/20/2016
2407,,Rowan,St,,Entire,40212,5,Portland,10/23/2015,10/20/2016
323,S,42nd,St,,Entire,40212,5,Shawnee,3/7/2016,10/21/2016
842,S,22nd,St,,Entire,40211,6,California,10/15/2015,10/26/2016
640,,Davies,Ave,,Entire,40208,6,Algonquin,3/25/2015,10/31/2016
3412,W,Kentucky,St,,Garage,40211,1,Chickasaw,8/11/2015,10/31/2016
3634,,Vermont,Ave,,Entire,40211,5,Shawnee,12/30/2015,10/31/2016
310,N,41st,St,,Entire,40212,5,Shawnee,12/9/2015,11/2/2016
2507,,Garland,Ave,,Entire,40211,6,California,6/15/2015,11/9/2016
2325,,Ackerman,Ct,,Entire,40212,4,Portland,12/3/2015,11/10/2016
3305,,Rudd,Ave,,Entire,40212,5,Portland,7/1/2015,11/10/2016
1275,S,Preston,St,,Entire,40203,4,Shelby Park,6/18/2015,11/15/2016
219,S,28th,St,,Entire,40212,5,Russell,10/16/2015,11/18/2016
426,S,28th,St,,Entire,40212,5,Russell,1/16/2015,11/18/2016
428,S,28th,St,,Entire,40212,5,Russell,1/16/2015,11/18/2016
2016,,Duncan,St,,Entire,40203,5,Portland,1/11/2016,11/18/2016
3005,,Greenwood,Ave,R,Entire,40211,1,Parkland,3/28/2016,11/18/2016
828,,Hazel,St,,Entire,40211,1,Parkland,6/26/2015,11/28/2016
209,,Dr W J Hodge,St,,Entire,40203,4,Russell,2/2/2015,12/2/2016
2719,,Garland,Ave,,Entire,40211,6,Parkland,3/1/2016,12/9/2016
1702,,Hale,Ave,,Entire,40210,6,California,8/21/2015,12/13/2016
8508,,Shirley,Ln,,Entire,40258,14,Pleasure Ridge Park,8/18/2015,12/13/2016
106,S,42nd,St,,Entire,40212,5,Shawnee,11/23/2016,12/19/2016
1770,W,Burnett,Ave,,Entire,40210,3,Park Hill,10/21/2015,12/19/2016
3120,W,Kentucky,St,,Entire,40211,1,Parkland,12/11/2015,12/28/2016
3023,,Grand,Ave,,Entire,40211,1,Parkland,3/7/2016,12/30/2016
308,N,20th,St,,Entire,40203,5,Portland,3/15/2016,1/9/2017
2301,,7th Street,Rd,,Entire,40208,3,Taylor Berry,12/22/2015,1/9/2017
421,N,28th,St,,Entire,40212,5,Portland,10/22/2015,1/11/2017
1930,,Bank,St,,Entire,40203,5,Portland,8/3/2015,1/30/2017
2613,W,Madison,St,,Entire,40211,5,Russell,3/24/2015,1/30/2017
1028,,Dresden,Ave,,Garage,40215,15,Wyandotte/Oakdale,6/14/2016,1/31/2017
11101,,Harrison,Ln,,Entire,40118,13,Fairdale,6/26/2015,1/31/2017
1509,W,Market,St,,Entire,40203,4,Portland,12/2/2015,1/31/2017
1924,,Lytle,St,,Entire,40203,5,Portland,10/30/2015,2/1/2017
2311,,Ratcliffe,Ave,,Garage,40210,3,Lake Dreamland,6/16/2016,2/1/2017
2506,,Rowan,St,,Entire,40212,5,Portland,11/11/2015,2/9/2017
2121,,Duncan,St,,Entire,40212,5,Portland,4/21/2016,2/10/2017
126,,Pope,St,,Rear,40206,9,Clifton,2/10/2017,2/15/2017
2118,,Greenwood,Ave,,Entire,40210,6,California,7/31/2015,2/16/2017
1101,,Dixie,Hwy,,Entire,40210,6,California,2/6/2017,2/23/2017
2316,,Magazine,St,,Entire,40211,6,Russell,5/13/2016,2/23/2017
1828,W,Main,St,,Entire,40203,4,Portland,12/30/2015,3/7/2017
3502,,7th Street,Rd,,Entire,40216,3,Shively,1/30/2017,3/8/2017
2716,,Bank,St,,Entire,40212,5,Portland,3/17/2017,3/20/2017
3351,,Camp Ground,Rd,,Entire,40211,1,Lake Dreamland,12/16/2015,3/23/2017
406,N,21st,St,,Entire,40203,5,Portland,2/17/2016,3/27/2017
318,N,22nd,St,,Entire,40212,5,Portland,8/31/2016,3/27/2017
2510,,Columbia,St,,Entire,40212,5,Portland,3/28/2016,4/11/2017
310,E,Jacob,St,,Entire,40203,4,Smoketown,3/14/2017,4/14/2017
727,,Coke,St,,Entire,40203,4,Smoketown,7/19/2016,4/18/2017
1824,,Baird,St,,Entire,40203,5,Portland,2/24/2017,4/20/2017
2019,,Bank,St,,Entire,40203,5,Portland,4/3/2017,4/20/2017
1926,,Rowan,St,,Entire,40203,4,Portland,11/24/2014,4/20/2017
1216,S,15th,St,,Entire,40210,6,Park Hill,10/2/2014,4/24/2017
2043,S,41st,St,,Entire,40211,1,Remainder of City,7/15/2015,5/11/2017
2045,S,41st,St,,Entire,40211,1,Remainder of City,7/5/2015,5/11/2017
1117,W,Hill,St,,Entire,40210,6,Park Hill,4/25/2017,5/24/2017
1119,W,Hill,St,,Entire,40210,6,Park Hill,4/25/2017,5/24/2017
863,S,23rd,St,,Entire,40211,6,California,9/1/2015,6/5/2017
2635,,Greenwood,Ave,,Entire,40211,6,Parkland,10/9/2015,6/19/2017
720,,Lampton,St,,Entire,40203,4,Smoketown,4/27/2016,6/20/2017
1830,W,Jefferson,St,,Entire,40203,4,Russell,6/9/2017,6/23/2017
672,S,26th,St,,Entire,40211,5,Russell,3/27/2015,6/27/2017
335,N,23rd,St,,Entire,40212,5,Portland,4/29/2015,6/30/2017
113,S,41st,St,,Entire,40212,5,Shawnee,3/4/2016,6/30/2017
2120,,Allston,Ave,,Garage,40210,3,Lake Dreamland,2/23/2016,6/30/2017
2438,,Bank,St,,Entire,40212,5,Portland,11/16/2016,6/30/2017
2506,,Bolling,Ave,,Entire,40210,3,Park Hill,10/7/2015,6/30/2017
2329,,Cedar,St,,Entire,40212,4,Russell,7/15/2015,6/30/2017
2309,W,Chestnut,St,,Entire,40211,4,Russell,7/17/2015,6/30/2017
4617,,Hopewell,Rd,,Entire,40299,20,Jeffersontown,4/13/2016,6/30/2017
2019,W,Jefferson,St,,Entire,40203,4,Russell,3/17/2017,6/30/2017
1833,,Northwestern,Pky,,Entire,40203,5,Portland,3/14/2017,6/30/2017
1021,E,Washington,St,,Entire,40206,4,Butchertown,9/1/2016,6/30/2017
1615,E,Rockford,Ln,,Entire,40216,3,Shively,5/30/2017,7/11/2017
2917,,Virginia,Ave,,Entire,40211,1,Parkland,5/16/2016,7/27/2017
2561,,Bank,St,,Entire,40212,5,Portland,12/31/2015,7/31/2017
2905,,Bank,St,,Entire,40212,5,Portland,1/6/2016,7/31/2017
2040,,Portland,Ave,,Entire,40203,5,Portland,10/1/2015,8/1/2017
542,N,17th,St,,Entire,40203,5,Portland,2/9/2016,8/10/2017
301,N,26th,St,,Entire,40212,5,Portland,2/19/2016,8/14/2017
2323,,Rowan,St,,Entire,40212,4,Portland,8/16/2016,8/17/2017
661,S,23rd,St,,Entire,40211,6,Russell,8/6/2015,8/18/2017
621,W,Kentucky,St,,Entire,40203,6,Limerick,2/8/2017,8/21/2017
1166,S,41st,St,,Entire,40211,1,Chickasaw,5/19/2015,8/30/2017
4010,,Churchman,Ave,,Entire,40215,15,Hazelwood,8/9/2017,8/30/2017
6702,,Kenmore,Ave,,Entire,40216,1,Lake Dreamland,8/15/2017,8/30/2017
1826,,Standard,Ave,,Entire,40210,3,Park Hill,10/14/2016,8/30/2017
2512,,Garfield,Ave,,Entire,40212,5,Portland,3/1/2017,9/7/2017
4004,,Greenwood,Ave,,Entire,40211,1,Chickasaw,11/28/2016,9/11/2017
2502,,St Cecilia,St,,Entire,40212,5,Portland,3/27/2015,9/11/2017
2727,,Dumesnil,St,,Entire,40211,1,Parkland,4/25/2016,9/12/2017
2321,,Magazine,St,,Entire,40211,4,Russell,3/7/2016,9/13/2017
1146,,Louis Coleman Jr,Dr,,Entire,40210,1,Park Hill,1/18/2017,9/19/2017
1210,,Tennessee,Ave,,Entire,40208,6,Taylor Berry,9/6/2017,9/25/2017
3304,,Rudd,Ave,,Entire,40212,5,Portland,9/12/2017,9/28/2017
2719,W,Market,St,,Entire,40212,5,Portland,2/2/2017,10/2/2017
1335,,Olive,St,,Entire,40211,1,Parkland,6/15/2016,10/2/2017
103,N,30th,St,,Entire,40212,5,Portland,2/7/2017,10/5/2017
2827,,Northwestern,Pky,,Entire,40212,5,Portland,4/29/2015,10/5/2017
2312,W,Madison,St,,Entire,40211,4,Russell,6/13/2016,10/16/2017
3811,,Vermont,Ave,,Entire,40211,5,Shawnee,6/22/2015,10/16/2017
6609,,Elmwood,St,,Entire,40216,1,Lake Dreamland,10/10/2017,10/23/2017
1146,S,Preston,St,,Entire,40203,6,Shelby Park,9/26/2017,10/24/2017
425,N,28th,St,,Entire,40212,5,Portland,3/3/2016,10/30/2017
1765,W,Gaulbert,Ave,,Entire,40210,3,Algonquin,5/1/2015,10/30/2017
2317,W,Muhammad Ali,Blvd,,Entire,40212,4,Russell,8/29/2016,10/30/2017
2015,,Woodland,Ave,,Entire,40210,6,Park Hill,6/13/2016,11/1/2017
2822,W,Chestnut,St,,Entire,40211,5,Russell,9/22/2016,11/7/2017
2824,W,Chestnut,St,,Entire,40211,5,Russell,5/16/2017,11/7/2017
518,N,17th,St,,Entire,40203,5,Portland,9/14/2015,11/27/2017
520,N,17th,St,,Entire,40203,5,Portland,8/27/2015,11/27/2017
720,S,23rd,St,,Entire,40211,6,California,4/20/2015,11/27/2017
2537,,Owen,St,,Entire,40212,5,Portland,11/28/2016,11/27/2017
408,,Camp,St,,Entire,40203,4,Shelby Park,10/31/2017,12/8/2017
2613,,Portland,Ave,,Entire,40212,5,Portland,11/17/2017,12/11/2017
2435,,Elliott,Ave,,Entire,40211,3,Russell,3/20/2015,12/20/2017
2124,,Grand,Ave,,Entire,40210,6,California,10/23/2015,12/20/2017
709,N,34th,St,,Entire,40212,5,Portland,2/2/2016,12/29/2017
2903,W,Market,St,,Entire,40212,5,Portland,12/21/2016,12/29/2017
1859,W,Ormsby,Ave,,Entire,40210,6,Park Hill,10/30/2015,1/5/2018
2106,W,Ormsby,Ave,,Entire,40210,6,Park Hill,11/5/2015,1/5/2018
677,S,38th,St,,Entire,40211,5,Shawnee,3/20/2017,1/9/2018
3403,,Shanks,Ln,H,Entire,40216,1,Lake Dreamland,2/24/2017,1/11/2018
3403,,Shanks,Ln,,Entire,40216,1,Lake Dreamland,2/24/2017,1/11/2018
1712,W,Madison,St,,Entire,40203,4,Russell,12/11/2017,1/17/2018
4723,S,Overbrook,Dr,,Entire,40216,1,Lake Dreamland,9/20/2016,1/17/2018
2708,W,Chestnut,St,,Garage,40211,5,Russell,8/24/2017,1/24/2018
2423,,Elliott,Ave,,Entire,40211,6,Russell,4/4/2016,1/29/2018
2520,,Elliott,Ave,,Entire,40211,6,Russell,1/5/2018,1/29/2018
1008,S,32nd,St,,Entire,40211,1,Parkland,11/18/2016,1/30/2018
1520,,Hale,Ave,,Entire,40210,6,California,1/18/2017,1/31/2018
216,N,26th,St,,Entire,40212,5,Portland,11/16/2015,2/1/2018
1503,,Bicknell,Ave,,Entire,40215,15,Hazelwood,3/17/2017,2/1/2018
1821,W,Oak,St,,Entire,40210,6,California,5/13/2016,2/1/2018
3610,W,Muhammad Ali,Blvd,,Entire,40212,5,Shawnee,9/1/2016,2/5/2018
2419,,Bank,St,,Entire,40212,5,Portland,9/11/2015,2/20/2018
2434,,Elliott,Ave,,Entire,40211,6,Russell,1/29/2018,2/20/2018
6611,,Elmwood,St,,Entire,40216,1,Lake Dreamland,2/1/2018,2/20/2018
2711,,Elliott,Ave,,Entire,40211,6,Russell,7/30/2015,2/21/2018
1202,,Bourbon,Ave,,Entire,40213,10,Prestonia,1/24/2018,2/27/2018
114,,Dr W J Hodge,St,,Entire,40203,4,Portland,1/29/2018,3/6/2018
534,,Caldwell,St,,Entire,40203,4,Smoketown,7/7/2015,3/7/2018
1271,S,Floyd,St,,Rear,40203,6,Old Louisville,2/22/2018,3/7/2018
1527,,Dumesnil,St,,Entire,40210,6,Park Hill,9/22/2016,3/8/2018
